# source: Wikidata (P1843 taxon common name, then item label/alias); matched by P225 scientific name
# langs: en   retrieved: 2026-08-18
organism_id	scientific_name	wikidata_qid	wikidata_common_name	source_field	all_p1843
Organism_25661	Clausena indica	Q10796541			
Organism_18880	Clusia sandiensis	Q15354767			
Organism_3963	Hyptis tomentosa	Q15331647			
Organism_46897	Isoberlinia angolensis	Q15526373			
Organism_7169	Marrubium velutinum	Q961359			
Organism_4503	Pleione bulbocodioides	Q15239630			
Organism_44488	Solanum acaule	Q309896			
Organism_14575	Uncaria sinensis	Q10751885			
Organism_17993	Veltheimia viridifolia	Q50877041			
Organism_14832	Abrus pulchellus	Q15246970			
Organism_2615	Achillea nana	Q2823129			
Organism_3086	Ambrosia artemisioides	Q15584805			
Organism_47295	Goniothalamus dolichocarpus	Q15358814			
Organism_15536	Leonurus glaucescens	Q12839877			
Plant_Petalostemon_purpureum	Petalostemon purpureum				
Organism_1471	Phlomis crinita	Q632821			
Organism_15015	Piper pedicellosum	Q18037498			
Organism_20386	Piptostigma fugax	Q5462148			
Organism_44812	Viburnum grandifolium				
Plant_candyleaf	candyleaf	Q7213452	candyleaf	P1843	candyleaf
Organism_46899	Allium monspessulanum				
Organism_21950	Asiasarum sieboldii	Q111511492			
Organism_45869	Euodia ruticarpa				
Organism_7261	Glycosmis pentaphylla Retz.(DC)				
Organism_17326	Helicia nilagirica	Q11153463			
Organism_43891	Helogyne hutchisonii	Q104850831			
Organism_46904	Justicia trinervia	Q38398782			
Organism_6929	Melicope semecarpifolia	Q11044599			
Organism_1326	Microglossa pyrifolia	Q10960080			
Organism_43863	Mikania vitifolia	Q15564123			
Organism_19592	Papaver pseudocanescens	Q21320381			
Organism_6119	Piper hostmannianum	Q15601365			
Organism_31981	Senecio erraticus Bertol.				
Organism_862	Tamarix nilotica	Q18112568	Nile tamarisk	P1843	Nile tamarisk
Organism_21113	Zephyranthes flava	Q104962019			
Organism_3061	Acritopappus confertus	Q15569937			
Organism_46783	Artemisia pectinata	Q38760941			
Organism_17330	Emilia sonchifolia	Q3595665	lilac tasselflower	P1843	lilac tasselflower
Plant_Fructus_syzygii	Fructus syzygii				
Organism_2567	Kadsura angustifolia	Q15472418			
Organism_9083	Micromelum falcatum	Q15393088			
Organism_1388	Salacia madagascariensis	Q15346178			
Organism_44542	Angelica tarokoensis	Q10941875			
Organism_24133	Bursera kerberi	Q15539761			
Organism_2175	Combretum quadrangulare	Q5150965			
Organism_45882	Euodia bodinieri	Q50829004			
Organism_4269	Illicium difengpi	Q10928315			
Organism_45672	Ligularia lamarum	Q15231274			
Organism_9167	Sophora exigua	Q15538337			
Organism_44479	Swertia delavayi	Q10877542			
Organism_45523	Taraxacum borealisinense	Q15576948			
Organism_45321	Typhonium flagelliforme	Q7861089			
Organism_26168	Uraria picta	Q15240197			
Organism_2008	Aglaia cordata	Q39265397			
Organism_1730	Aloe microstigma	Q151228	Cape speckled aloe	P1843	Cape speckled aloe
Organism_3611	Anthemis aciphylla BOISS.var.discoidea BOISS				
Organism_2627	Brickellia pendula	Q15551904			
Organism_47942	Castanopsis hystrix	Q310063	Patle katus	alias	
Organism_1029	Gmelina arborea	Q311345	gumhar	P1843	gumhar
Organism_12099	Gnidia lamprantha	Q17581575			
Organism_8575	Maytenus emarginata	Q10914958			
Organism_26154	Psidium acutangulum	Q2111854			
Organism_26637	Timonius kaniensis	Q15458417			
Organism_24831	Vismia jefensis	Q5481023			
Organism_46791	Botrychium ternatum	Q10938376	Sceptridium ternatum	alias	
Organism_26622	Coleus carnosus				
Organism_45064	Epimedium brevicornu	Q10273306			
Organism_7445	Nicotiana gossei	Q17400253			
Organism_12069	Pachygone dasycarpa	Q17796506			
Organism_45513	Persea kusanoi				
Organism_47345	Pulicaria insignis	Q15231734			
Organism_7141	Casearia membranacea	Q15250194			
Organism_48340	Chamaemelum scariosum	Q98083971			
Plant_Crotalaria_lechnaultii	Crotalaria lechnaultii				
Organism_21778	Diphasia angolensis	Q98084690			
Organism_48300	Dunaliella acidophila	Q49429992			
Organism_48318	Escallonia philippiana	Q87623855			
Organism_5692	Euphorbia humifusa	Q12847854			
Organism_48303	Gleichenia glauca	Q15251574	Diplopterygium glaucum	label	
Organism_6164	Gypothamnium pinifolium	Q15628510			
Organism_21779	Halfordia scleroxyla	Q65940540			
Organism_48311	Hippocratea indica	Q15348165			
Organism_4481	Isodon pharicus	Q15331676			
Organism_48331	Lathyrus macrorrhizus				
Organism_47874	Morus yunnanensis				
Organism_16837	Neolitsea villosa				
Organism_47332	Ormosia macrophylla				
Organism_46787	Pellacalyx axillaris				
Organism_9654	Teucrium alyssifolium				
Organism_47354	Achyranthes obtusifolia	Q17234629			
Organism_44481	Bragantia wallichii	Q104898468			
Organism_46332	Buxus hildebrandtii	Q2929016			
Organism_47678	Cephalonoplos segetum	Q12213349			
Organism_44852	Chrozophora prostrata	Q110379153			
Organism_46793	Crotalaria stolzii	Q15453987			
Plant_Desmodium_pulchellu	Desmodium pulchellu	Q87638535	Desmodium pulchellum	label	
Organism_8352	Euphorbia micractina	Q15232450			
Organism_48489	Ficus mucuso	Q15476823			
Organism_44476	Globba malaccensis				
Organism_46786	Helenium integrifolium	Q15559662			
Organism_9872	Justicia betonica	Q3190385	squirrel's tail	P1843	squirrel's tail; water willow; white shrimp plant
Organism_47664	Lens phaseoloides	Q39143755			
Organism_47674	Lophozonia menziesii	Q42747105			
Organism_22067	Maba buxifolia	Q17245824			
Organism_1202	Maesa lanceolata	Q15326414			
Organism_44549	Micromeria pineolens	Q5473759			
Organism_47328	Moonia heterophylla	Q15566320			
Organism_47421	Ononis viscosa	Q12218324			
Organism_23582	Penianthus zenkeri	Q15346820			
Organism_44548	Quercus sessiliflora	Q50852450			
Organism_1108	Salvia triloba	Q22111761			
Organism_46811	Selinum libanotis	Q110307331			
Organism_47306	Tecoma undulata	Q50872945			
Organism_47872	Tetraria capillaris	Q15564297	Netrostylis capillaris	alias	
Organism_2112	Upuna borneensis	Q25648550			
Organism_47608	Ursinia abrotanifolia	Q15562621	lace-leaf ursinia	P1843	lace-leaf ursinia
Organism_44509	Vallota purpurea	Q50877893			
Organism_47341	Vernonia brevifolia	Q38752904			
Organism_24549	Alpinia formosana	Q10914751			
Organism_43853	Bergenia hissarica	Q15604614			
Organism_47879	Chlorophytum malayense	Q10933922			
Organism_44432	Dysoxylum cumingianum	Q10893577			
Organism_2916	Epimedium pubescens	Q11108629			
Organism_2824	Erlangea cordifolia	Q50828978			
Organism_47930	Gaillardia tontalensis	Q15602527			
Organism_45031	Garcinia xipshuanbannaensis	Q15390557			
Organism_6448	Piper sarmentosum	Q2035606			
Organism_24660	Polygonatum kingianum	Q12840920			
Organism_8211	Salvia lavandulifolia	Q685665			
Organism_44512	Saussurea carthamoides				
Organism_43814	Stevia potrerensis	Q15444142			
Organism_4110	Thalictrum fauriei				
Organism_16916	Trigonostemon reidioides Craib				
Organism_5574	Aglaia lawii	Q1343235			
Organism_46138	Coptis trifolia subsp. groenlandica	Q49455825	Coptis trifolia groenlandica	label	
Organism_43892	Isodon flexicaulis	Q15332101			
Organism_13272	Kandelia candel	Q3847237			
Organism_2320	Maytenus hookeri	Q15226384			
Organism_2118	Polyalthia longifolia var.pendula				
Organism_26052	Populus candicans	Q15373354			
Organism_15917	Psiadia arabica	Q98113596			
Organism_13994	Salvia polystachya	Q87586210	Salvia polystachia	label	
Organism_11488	Uvaria lucida	Q17139862			
Organism_9622	Artemisia giraldii	Q10905507			
Organism_13576	Ephedra lomatolepis	Q4496883			
Plant_Maytenus_Guianensis	Maytenus Guianensis	Q104415371			
Organism_47974	Othonna intermedia	Q15576496			
Organism_26525	Sideritis syriaca	Q2376648	ironwort	alias	
Organism_9726	Stephania cepharantha				
Organism_47938	Strychnos panamensis	Q15349994			
Organism_48080	Tetradium glabrifolium	Q15394126			
Organism_18557	Astilbe chinensis	Q164922			
Organism_45675	Helleborus multifidus	Q12758198			
Organism_48126	Inula salsoloides	Q15231521			
Organism_14554	Mitragyna inermis	Q1939724			
Organism_47862	Pterocaulon rugosum	Q15600945			
Organism_10581	Spatholobus suberectus	Q10953561			
Organism_11523	Stellaria dichotoma	Q10911620	American chickweed	P1843	American chickweed
Organism_21851	Stephania succifera	Q10958083			
Organism_11870	Abuta concolor				
Organism_16406	Aconitum contortum	Q15235406			
Organism_25818	Daphne giraldii	Q11178022			
Organism_5335	Lactuca laciniata Roth				
Organism_25483	Mimosa tenuiflora	Q1955610	Jurema	alias	
Organism_43820	Salvia corrugata	Q796243			
Organism_22810	Tinospora crispa	Q11144123			
Organism_47928	Trichoscypha acuminata	Q15488825			
Organism_14065	Vladimiria muliensis				
Organism_12439	Ageratina saltillensis	Q15574508			
Organism_48001	Bridelia moonii	Q4966133			
Organism_13076	Caryocar villosum	Q17488057			
Organism_2295	Cleistopholis patens	Q15353344			
Organism_22871	Dendrobium chrysanthum	Q5223343	Golden Flowered Dendrobium	alias	
Organism_17633	Drypetes tessmanniana	Q15374518			
Plant_Euonymus_Atropurpurea	Euonymus Atropurpurea	Q4117752	burningbush	P1843	burningbush
Organism_47935	Eupatorium recurvans	Q109680124			
Organism_3530	Eurycoma harmandiana	Q15546286			
Organism_47967	Goupia tomentosa	Q113030641			
Organism_11318	Hypericum scabrum	Q4189618			
Organism_10683	Juglans mandshurica var. sieboldiana				
Organism_47259	Meryta denhamii	Q892669			
Organism_47941	Michelia longifolia				
Organism_53032	Orthosiphon grandiflorus	Q104850548			
Organism_47956	Othonna cylindrica	Q15575340			
Organism_47951	Pityrodia ternifolia	Q15350166			
Organism_47978	Pteris plumbea	Q11110694			
Organism_47993	Senecio taiwanensis	Q109625401			
Organism_3257	Seseli montanum	Q17133324			
Organism_47971	Sorbus coronata	Q10895160			
Organism_23838	Trichilia catigua				
Organism_14558	Uncaria africana				
Organism_3773	Xylopia aromatica				
Organism_22853	Anisocycla grandidieri H.Bn.				
Organism_47866	Ardisia macrocarpa	Q15324140			
Organism_43869	Astragalus alexandri	Q39115322			
Plant_Astragalus_trimestris	Astragalus trimestris	Q12232253			
Organism_43899	Coespeletia lutescens	Q109623095			
Organism_7309	Dalbergia parviflora	Q15531989			
Organism_11847	Drummondita hassellii	Q15389917			
Organism_46304	Eremurus chinensis	Q15224985			
Organism_43888	Garuga gamblei	Q38557873			
Organism_6910	Heracleum candicans WALL.				
Organism_43850	Lespedeza striata	Q50844423			
Organism_49384	Mucuna membranacea	Q10893592			
Organism_47863	Phleum africanum	Q50840653	Cenchrus americanus	label	
Organism_43846	Pteris formosana	Q15239454			
Organism_5681	Rhodiola sachalinensis	Q11062928			
Plant_West_African_Pepper	West African Pepper	Q5687643	pepper	P1843	pepper
Organism_2425	Alangium lamarckii	Q21236626			
Organism_22087	Allium stipitatum	Q3735732	Persian shallot	alias	
Organism_2298	Aphyllocladus denticulatus	Q15586896			
Plant_Chrysocephalum_ambiguum	Chrysocephalum ambiguum	Q65934419			
Organism_45700	Galium dasypodum	Q96063759			
Organism_47556	Ligularia muliensis	Q11093196			
Organism_11418	Stevia yaconensis	Q104992332			
Organism_14993	Thalictrum podocarpum	Q15379822			
Organism_45915	Tolpis webbii	Q15559276			
Organism_47877	Vernonia serratuloides	Q15568525			
Organism_24931	Ammodendron karelinii	Q15524819			
Organism_47604	Astragalus tragacantha	Q2868519			
Plant_Bitter_bush	Bitter bush	Q2583146	Jack in the bush	P1843	Jack in the bush
Organism_1230	Centaurea scoparia	Q15569482			
Organism_7891	Flemingia philippinensis	Q10904916			
Organism_9414	Goniothalamus giganteus	Q15358686			
Plant_Great_yellow_gentian	Great yellow gentian	Q158572	Great Yellow Gentian	P1843	Great Yellow Gentian; bitter root; bitterwort; centiyane; genciana; yellow gentian
Organism_13460	Kobresia nepalensis	Q11041115			
Plant_Ligusticum_striatum	Ligusticum striatum	Q15583445			
Organism_10148	Mesembryanthemum expansum	Q17251833			
Organism_10149	Mesembryanthemum tortuosum	Q17252913			
Organism_49043	Pedicularis densispica	Q10953220			
Organism_49671	Peperomia heyneana	Q15240342			
Organism_35354	Raputia praetermissa	Q15393596			
Organism_45271	Sibiraea angustata	Q15240334			
Organism_7550	Spiraea formosana	Q10914948			
Organism_13429	Strychnos amazonica	Q15347872			
Organism_9812	Ungernia vvedenskyi	Q15507296			
Organism_4387	Wunderlichia mirabilis	Q16993527			
Organism_1103	Asteriscus graveolens	Q6390143			
Organism_44387	Bulbophyllum protractum	Q4995512			
Organism_45323	Croton balsamifer	Q110379795			
Organism_8618	Cyperus capitatus	Q1271751			
Organism_22133	Delphinium cashmerianum	Q12222119			
Organism_48218	Goupia glabra	Q5588369			
Organism_45317	Haemanthus tigrinus	Q50841789			
Organism_4003	Hypericum sampsonii	Q10889638			
Organism_5802	Mallotus metcalfianus	Q15246844			
Plant_lettuce	lettuce	Q83193	garden lettuce	P1843	garden lettuce
Organism_51282	Aloysia triphylla	Q52626960			
Organism_47277	Chasmanthera dependens	Q15327246			
Organism_4832	Cladrastis sikokiana	Q15529131			
Organism_45701	Cleistopholis staudtii	Q15353354			
Organism_3433	Dracaena cochinchinensis	Q10899151			
Organism_3455	Euphorbia nivulia	Q8846375	Leafy Milk Hedge	alias	
Organism_47394	Euphorbia pithyusa	Q859880			
Organism_8389	Haplophyllum acutifolium	Q18083220			
Organism_13282	Helichrysum lepidissimum	Q15581877			
Organism_12608	Lycopodium saururus	Q38235221			
Organism_46318	Petunia nyctaginiflora	Q65945183			
Organism_11052	Schizonepeta tenuifolia	Q5962888			
Organism_47602	Stevia chamaedrys	Q15443529			
Organism_5494	Apocynum venetum	Q9359004			
Plant_Artemisia_Capillaries	Artemisia Capillaries				
Organism_48397	Corydalis saxicola	Q15250588			
Organism_44398	Diospyros glaucifolia	Q15245560			
Organism_7696	Grindelia discoidea				
Organism_22221	Haloxylon salicornicum	Q12213686			
Organism_45683	Leuzea centauroides	Q55873502			
Organism_23766	Litsea salicifolia	Q15610828			
Organism_24678	Paeonia veitchii	Q2365647			
Organism_15979	Simaba multiflora				
Organism_26631	Vernonia anisochaetoides	Q95992332			
Organism_2114	Vinca erecta	Q4078077			
Organism_19536	Xanthium canadense Mill.				
Organism_20087	Alstonia lanceolifera	Q15389987			
Organism_3032	Boesenbergia pandurata	Q50829149			
Organism_23029	Bursera tonkinensis	Q5000607			
Organism_48805	Buxus microphylla sieb. et zucc. var. sinica rehd. et wils.				
Organism_46346	Echinacea simulata	Q5332436	wavyleaf purple coneflower	P1843	wavyleaf purple coneflower
Organism_45001	Echinops spinosissimus	Q292473			
Organism_926	Euphorbia retusa	Q15388877			
Organism_6428	Ferula fukanensis	Q15231685			
Organism_56699	Ficus ruficaulis var. antaoensis	Q111169245			
Organism_1312	Marrubium alysson	Q1582395			
Organism_15591	Monopteryx uaucu	Q15534966			
Organism_45694	Scabiosa succisa	Q21877314	devil's bit scabious	alias	
Organism_10237	Siegesbeckia pubescens	Q15235659	Siegesbeckia pubescens f. eglandulosa	label	
Organism_45703	Stipa vaseyi				
Organism_3251	Viburnum awabuki	Q38407805			
Organism_22268	Achillea biebersteinii	Q15260715			
Organism_8471	Alpinia flabellata Ridley				
Organism_13276	Calea jamaicensis	Q15552945			
Organism_24277	Callistemon coccineus	Q15395547			
Organism_2198	Citrus sp.				
Organism_9626	Coleus xanthanthus				
Organism_8482	Dicliptera riparia				
Organism_48033	Excoecaria acerifolia				
Organism_46337	Hypericum reptans	Q10901734			
Organism_2030	Isatis indigotica	Q50842795			
Organism_3529	Kopsia teoi	Q15358625			
Plant_Melodinus_cochinchinensis	Melodinus cochinchinensis	Q15353708			
Organism_53461	Mikania banisteriae	Q15560125			
Organism_22341	Mikania hirsutissima DC				
Organism_243	Rosa pomifera	Q22112777			
Organism_47422	Salvia broussonetii	Q151065			
Organism_45169	Stephania pierrei	Q17796389			
Organism_47241	Syzygium levinei	Q11046854			
Organism_4006	Tamarix dioica	Q18112487	tamarisk	P1843	tamarisk
Organism_14072	Viguiera pinnatilobata	Q15570572			
Organism_47590	Alstroemeria revoluta	Q15538183			
Plant_Ariocarpus_scapharostrus	Ariocarpus scapharostrus	Q135017	Cactus	P1843	Cactus
Organism_4515	Artemisia anomala	Q10942227			
Organism_17903	Carpesium longifolium	Q15231312			
Organism_46303	Croton geayi	Q3004359			
Plant_Deguelia_scandens	Deguelia scandens	Q15532321			
Organism_46310	Escontria chiotilla	Q135059	Chiotilla	P1843	Chiotilla; Jiotilla
Organism_46333	Rhizophora tagal	Q39775417			
Organism_47041	Scutellaria albida	Q15364693			
Organism_22817	Simaba cuneata	Q96197934			
Organism_4920	Tabernaemontana bovina	Q15377309			
Organism_47360	Acmella ciliata	Q10939690			
Organism_46322	Ageratum mexicanum	Q59188240			
Organism_2426	Alangium longiflorum	Q4708225			
Organism_8872	Angelica keiskei	Q4805168	Ashitaba	label	
Organism_9829	Artemisia porrecta	Q15472303			
Organism_25676	Berberis japonica	Q104247825			
Organism_13176	Boronia lanceolata	Q15393420			
Organism_49414	Calea clematidea	Q15552645			
Organism_46312	Callicarpa acuminata	Q5021978			
Organism_10568	Dalbergia frutescens	Q4384824			
Organism_7964	Erythrina sigmoidea	Q15495771			
Organism_47612	Euphorbia kamerunica	Q5851709			
Organism_9024	Gnetum montanum	Q10879811			
Organism_48974	Gynochthodes parvifolia	Q55864240			
Organism_25192	Ilex pubescens var.glaber				
Organism_8136	Jackiella javanica	Q15346935			
Organism_5357	Notopterygium incisum	Q7213081			
Organism_19664	Oxytropis falcata	Q15235956			
Organism_10861	Perymenium mendezii	Q15590773			
Organism_45024	Rhabdodendron amazonicum	Q17241205			
Organism_26898	Selliguea feei	Q7448652			
Organism_49568	Stevia connata	Q15444344			
Organism_3151	Strychnos variabilis	Q18075380			
Organism_14568	Uncaria longiflora	Q15460606			
Organism_47480	Aconitum sachalinense subsp. yezoense	Q50915227			
Organism_10746	Alluaudia humbertii	Q1249548			
Organism_13699	Arnica sachalinensis	Q4069772			
Organism_366	Chlorella pyrenoidosa	Q5102920			
Organism_7802	Dahlstedtia pinnata	Q15531646			
Organism_47266	Eupatoriastrum nelsonii	Q15596936			
Organism_21716	Grindelia scorzonerifolia	Q15552034			
Organism_48257	Onobrychis bobrovii	Q15537023			
Organism_15812	Pajanelia multijuga				
Organism_47403	Pedicularis rex	Q10936771			
Organism_8098	Peperomia clusiifolia	Q11815586			
Organism_3277	Picrorhiza scrophulariiflora	Q15246965			
Organism_49509	Pluchea suaveolens	Q109632443			
Organism_13323	Salix sieboldiana	Q7404922			
Organism_44947	Salta triflora	Q18077142			
Plant_Tamarix_senegalensis	Tamarix senegalensis	Q18112543			
Organism_11142	Tinospora rumphii	Q50875407			
Plant_Xylopia_holtzii	Xylopia holtzii	Q13190266			
Organism_11292	Achillea collina J.Becker ex Reichenb				
Organism_46678	Callerya cinerea	Q15485034			
Organism_5409	Cinnamomum subavenium	Q5121028			
Organism_9525	Dipsacus asperoides	Q11055656			
Organism_9548	Frullania brasiliensis	Q17293774			
Organism_16483	Haplopappus deserticola	Q15557542			
Organism_16615	Humboldtia laurifolia	Q3610504			
Organism_11989	Kielmeyera rubriflora	Q17565448			
Organism_21292	Lonchocarpus atropurpureus	Q15472250			
Organism_45016	Ormosia balansae	Q15245478			
Organism_48996	Oxandra xylopioides	Q15364708			
Organism_6702	Salvia eriophora Boiss and Kotschy				
Organism_16665	Senecio miser	Q15603313			
Organism_47349	Uncaria sterrophylla	Q15462191			
Organism_48203	Viburnum erubescens	Q15232264			
Organism_45885	Achillea abrotanoides	Q14946568			
Organism_46444	Aglaia perviridis	Q3338042			
Organism_21896	Ballota limbata	Q39091422			
Organism_16658	Calophyllum thwaitesii	Q5023243			
Organism_45138	Cytisus prolifer	Q39133333			
Organism_44916	Esenbeckia hartmanii	Q15390749			
Organism_46845	Glycosmis parviflora	Q10960157	flower axistree	P1843	flower axistree
Organism_44910	Grewia villosa	Q4169474			
