# per-organism common-name source; precedence gbif/ncbi > wikidata > duke
organism_id	scientific_name	common_name	source
Plant_Acisanthera_quadrata	Acisanthera quadrata	dustseed	gbif
Organism_13330	Aconitum delphinifolium	mountain monkshood	gbif
Plant_Aconitum_raddeanum	Aconitum raddeanum	Big-bract monk’shood	gbif
Organism_13885	Aconitum zeravschanicum	Aconitum seravschanicum	wikidata
Plant_Actaea_rubra	Actaea rubra	red baneberry	gbif
Organism_2895	Adelanthus lindenbergianus (Lehm.) Mitt	Lindenberg's Featherwort	gbif
Organism_50043	Adenia gummifera	Green-stem	wikidata
Plant_Adiantum_monochlamis	Adiantum monochlamis	Mono-sorus maidenhair fern	gbif
Plant_Aechmea_bracteata	Aechmea bracteata	vase bromeliad	gbif
Plant_Aegilops_neglecta	Aegilops neglecta	Three-awn Goat Grass	gbif
Plant_Aesculus_assamica	Aesculus assamica	Assam Buckeye	gbif
Organism_20730	Aesculus carnea	Red Horse-chestnut	gbif
Organism_16472	Agapanthus praecox	African Lily	gbif
Plant_Agastache_mexicana	Agastache mexicana	Giant Mexican Hyssop	gbif
Plant_Agastaches_rugosa	Agastaches rugosa	Korean giant-hyssop	gbif
Organism_21296	Agathis atropurpurea	Blue Kauri	gbif
Plant_Agathosma_mucronulata	Agathosma mucronulata	Pimple Buchu	gbif
Plant_Agave_parryi	Agave parryi	Parry's Agave	gbif
Plant_Aglaia_ferruginea	Aglaia ferruginea	Rusty Aglaia	wikidata
Plant_Agonis_flexuosa	Agonis flexuosa	Western Australian myrtle	gbif
Plant_Agrimonia_nipponica	Agrimonia nipponica	Small hairy agrimony	gbif
Plant_Ailanthus_triphylla	Ailanthus triphylla	Ferntop Ash	gbif
Plant_Albizzia_procera	Albizzia procera	White siris	gbif
Organism_30267	Alchornea	alchornea	wikidata
Plant_Aldama_cordifolia	Aldama cordifolia	Heart-Leaf Goldeneye	wikidata
Plant_Alectra_sessiliflora	Alectra sessiliflora	Yellow Paintflower	gbif
Plant_Alepidea_amatymbica	Alepidea amatymbica	Giant Alepidia	gbif
Plant_Alisma_lanceolatum	Alisma lanceolatum	Narrow-leaved Water-plantain	gbif
Organism_21700	Alisma plantago-aquatica	Common Water-plantain	gbif
Plant_Allium_oreophilum	Allium oreophilum	Ornamental Onion	gbif
Plant_Alliun_cepa	Alliun cepa	Common Onion	gbif
Plant_Alnus_nepalensis	Alnus nepalensis	Nepal Black Cedar	gbif
Organism_53619	Alocasia cucullata	Buddha's hand	gbif
Plant_Aloe_alooides	Aloe alooides	Eel-like aloe	gbif
Plant_Aloe_arborescence	Aloe arborescence	Candelabra Aloe	gbif
Plant_Aloe_cameronii	Aloe cameronii	Bonda Ruwari Aloe	gbif
Plant_Aloe_flexilifolia	Aloe flexilifolia	Usambara Mountain Aloe	gbif
Organism_18274	Aloe gariepensis	Orange River Aloe	gbif
Organism_12200	Aloe krapholiana	Krapohl's Aloe	gbif
Plant_Aloe_rupicola	Aloe rupicola	Chinguar Aloe	gbif
Plant_Aloe_spectabilis	Aloe spectabilis	Black-Tipped Aloe	gbif
Plant_Aloe_striatula	Aloe striatula	Stripe-sheathed narrow-leaved aloe	gbif
Plant_Aloe_vanbalenii	Aloe vanbalenii	Van Balen's aloe	gbif
Plant_Aloe_vryheidensis	Aloe vryheidensis	Dolomite Aloe	gbif
Plant_Aloiampelos_striatula	Aloiampelos striatula	Hardy Aloe	gbif
Plant_Aloidendron_barberae	Aloidendron barberae	Eastern Tree Aloe	gbif
Plant_Aloidendron_eminens	Aloidendron eminens	Somali Tree Aloe	gbif
Plant_Aloidendron_pillansii	Aloidendron pillansii	Giant Quiver Tree	gbif
Organism_53769	Alpinia nigra	Black Fruited Galanga	gbif
Plant_Alternanthera_phylloxeroides	Alternanthera phylloxeroides	Alligator Weed	gbif
Organism_20494	Alyssum minus	alyssum	gbif
Organism_7818	Alyssum murale	yellow-tuft	ncbi
Plant_Amaranthus_graecizans	Amaranthus graecizans	Short-tepalled Pigweed	gbif
Plant_Amaranthus_sp.	Amaranthus sp.	Pigweed	duke
Plant_Amborella_trichopoda	Amborella trichopoda	amborella	gbif
Organism_17076	Ambrosia acanthicarpa	Hooker's Bur-ragweed	gbif
Plant_Ambrosia_deltoides	Ambrosia deltoides	Triangle Bursage	gbif
Organism_10951	Ambrosia ilicifolia	Holly-leaved Bursage	gbif
Plant_Ambrosia_psilotachya	Ambrosia psilotachya	Perennial Ragweed	gbif
Plant_Amorphophallus_titanum	Amorphophallus titanum	Titan Arum	gbif
Organism_10539	Amphimas pterocarpoides	bokanga	gbif
Organism_30269	Amyema miquelii	Box Mistletoe	gbif
Plant_Anadenanthera_colubrine	Anadenanthera colubrine	Curupay	gbif
Organism_8266	Anarrhinum forskahlii	Anarrhinum forskaohlii	wikidata
Plant_Anarrhinum_forskaohlii	Anarrhinum forskaohlii	Anarrhinum forsskaolii (misspelling)	wikidata
Plant_Anchusa_undulata	Anchusa undulata	undulate alkanet	gbif
Plant_Andrographis_paniculatus	Andrographis paniculatus	Green Chiretta	gbif
Plant_Anemonastrum_elongatum	Anemonastrum elongatum	Himalayan Snow Anemone	gbif
Plant_Anemone_altaica	Anemone altaica	Anemone altaica Fisch. ex Ledeb.	wikidata
Plant_Anemone_amurensis	Anemone amurensis	Amur anemone	gbif
Organism_56980	Angelica cartilaginomarginata	Bristly-margin angelica	gbif
Plant_Anisophyllea_disticha	Anisophyllea disticha	Mousedeer Plant	gbif
Plant_Anisotome_antipoda	Anisotome antipoda	Campbell Island carrot	gbif
Plant_Anisotome_latifolia	Anisotome latifolia	Campbell Island carrot	gbif
Plant_Annnona_muricata_L.	Annnona muricata L.	Soursop	gbif
Organism_56217	Antenoron neofiliforme	jumpseed	gbif
Organism_23782	Antirhea lucida	palo iloron	gbif
Plant_Antirrhinum_siculum	Antirrhinum siculum	Sicilian Snapdragon	gbif
Organism_29884	Aotus subglauca	Wild Wallflower	gbif
Plant_Apeiba_tibourbou	Apeiba tibourbou	Monkey's Comb	gbif
Organism_25340	Apocynum lancifolium	Sword-leaf dogbane	gbif
Plant_Aquilegia_canadensis	Aquilegia canadensis	red columbine	gbif
Plant_Aquilegia_chrysantha	Aquilegia chrysantha	golden columbine	gbif
Plant_Aquilegia_eximia	Aquilegia eximia	Serpentine Columbine	gbif
Plant_Aquilegia_flabellate_SIEB.et_ZUCC.var.flabellata	Aquilegia flabellate SIEB.et ZUCC.var.flabellata	fan columbine	gbif
Plant_Aquilegia_jonesii	Aquilegia jonesii	Jones' columbine	gbif
Plant_Aquilegia_skinneri	Aquilegia skinneri	Skinner's Columbine	gbif
Organism_10919	Arabis lyrata	Lyrate Rockcress	gbif
Organism_16243	Arachis glabrata	Rhizoma peanut	gbif
Plant_Araucaria_bidwillll	Araucaria bidwillll	Bunya Pine	gbif
Organism_29413	Archeria comberi	Archeria combrei	wikidata
Plant_Arctomecon_merrianii	Arctomecon merrianii	White Bearpoppy	gbif
Plant_Arctous_alpina	Arctous alpina	alpine bearberry	gbif
Plant_Argyranthemum_foeniculaceum	Argyranthemum foeniculaceum	Canary Island Marguerite	gbif
Organism_15372	Argyroxiphium sandwicense	Silversword	gbif
Organism_15277	Ariocarpus kotschoubeyanus	living-rock	gbif
Plant_Ariocarpus_scaphirostris	Ariocarpus scaphirostris	Nuevo León living-rock cactus	gbif
Plant_Arisaema_dracontium	Arisaema dracontium	green dragon	gbif
Plant_Arisaema_ringens	Arisaema ringens	Japanese cobra lily	gbif
Plant_Arisaema_serratum	Arisaema serratum	Fuji cobra lily	gbif
Plant_Arisaema_sikokianum	Arisaema sikokianum	Japanese Jack-in-the-Pulpit	gbif
Organism_25066	Aristolochia clematis L.	Birthwort	gbif
Plant_Aristolochia_hirta	Aristolochia hirta	Breckland Birthwort	gbif
Plant_Aristolochia_macrophylla	Aristolochia macrophylla	Dutchman's-pipe	ncbi
Plant_Aristolochia_tomentosa	Aristolochia tomentosa	Common Dutchman's Pipe	gbif
Organism_20891	Arracacia xanthorrhiza	Arracacha	gbif
Plant_Arrowsmithia_hamata	Arrowsmithia hamata	Hook Mapdaisy	gbif
Organism_23689	Artemisia australis	Oahu wormwood	gbif
Organism_56171	Artemisia camphorata	Artemisia alba	wikidata
Plant_Artemisia_stelleriana	Artemisia stelleriana	Hoary Mugwort	gbif
Organism_13047	Artocarpus hirsutus	Wild Jack Fruit	gbif
Plant_Arum_creticum	Arum creticum	Cretan Arum	gbif
Plant_Arum_dioscoridis	Arum dioscoridis	Dioscorides Arum	gbif
Plant_Aruncus_diocus	Aruncus diocus	Buck's-beard	gbif
Plant_Asarum	Asarum	Wild ginger	wikidata
Organism_29723	Asclepias physocarpa	Balloon Cottonbush	gbif
Plant_Aspalathus	Aspalathus	aspalathus	wikidata
Organism_22020	Asplenium marinum	Sea Spleenwort	gbif
Organism_3999	Asplenium montanum Willd.	Mountain Spleenwort	gbif
Plant_Astartea_fascicularis	Astartea fascicularis	Recherche Astartea	gbif
Plant_Asterocytis_ramosa	Asterocytis ramosa	Small red algae	gbif
Plant_Astragalus_didymocarpus	Astragalus didymocarpus	Dwarf White Milkvetch	gbif
Plant_Astragalus_flavus	Astragalus flavus	yellow milk-vetch	gbif
Plant_Astragalus_hallii	Astragalus hallii	Hall's milkvetch	gbif
Plant_Astragalus_mollissimus	Astragalus mollissimus	Woolly Locoweed	gbif
Plant_Astragalus_purshii	Astragalus purshii	Pursh milk-vetch	gbif
Plant_Astragalus_pycnostachyus	Astragalus pycnostachyus	Marsh Milkvetch	gbif
Organism_26248	Astragalus tetrapterus	Fourwing Milkvetch	gbif
Organism_56270	Astragalus tibetanus	Tibet Milkvetch	gbif
Plant_Astragalus_whitneyi	Astragalus whitneyi	Balloonpod Milkvetch	gbif
Plant_Astragalux_oxyphysus	Astragalux oxyphysus	Diablo locoweed	gbif
Plant_Atractylodes_koreana	Atractylodes koreana	Korean atractylodes	gbif
Plant_Atriplex_calotheca	Atriplex calotheca	Fat hen	gbif
Plant_Atriplex_hastata_L._1753	Atriplex hastata L. (1753)	name that may not be used	wikidata
Organism_18621	Atropa baetica	Andalusian Belladonna	gbif
Plant_Avena	Avena	oat	wikidata
Plant_Babingtonia_camphorosmae	Babingtonia camphorosmae	Camphor Myrtle	gbif
Plant_Bahia_schaffneri	Bahia schaffneri	Schaffner's bahia	gbif
Plant_Balsamorhiza_careyana	Balsamorhiza careyana	Carey's balsamroot	gbif
Plant_Bambusa_multiplex	Bambusa multiplex	Chinese dwarf bamboo	gbif
Plant_Banksia_marginata	Banksia marginata	Silver Banksia	gbif
Organism_29550	Banksia menziesii	Menzie's banksia	gbif
Plant_Baptisia	Baptisia	wild indigo	wikidata
Organism_24272	Barbarea orthoceras	Erect-fruit Wintercress	gbif
Plant_Barbilophazia_floerkei	Barbilophazia floerkei	Floerke S Pawwort	gbif
Organism_20281	Barbilophozia attenuata	trunk pawwort	gbif
Organism_20282	Barbilophozia floerkei	Floerke S Pawwort	gbif
Plant_Barbula_unguiculata	Barbula unguiculata	Bird's-claw Beard-moss	gbif
Organism_12279	Batis maritima	Saltwort	gbif
Organism_29792	Bauhinia monandra	Jerusalem-date	gbif
Organism_20768	Beaufortia squarrosa	Sand bottlebrush	wikidata
Organism_8159	Begonia rex	Painted-leaf Begonia	gbif
Plant_Berberies_amurensis	Berberies amurensis	Amur barberry	gbif
Plant_Berberies_thunbergii	Berberies thunbergii	Japanese barberry	gbif
Organism_26293	Berberis dictyota	shining netvein barberry	gbif
Plant_Berberis_sargentiana	Berberis sargentiana	Sargent's Barberry	gbif
Organism_19897	Berkheya speciosa	Pretty African Thistle	gbif
Organism_10678	Berlandiera subacaulis	Florida Greeneyes	gbif
Organism_6727	Betula lutea	yellow birch	ncbi
Plant_Betula_pumila	Betula pumila	Bog birch	gbif
Plant_Bidens	Bidens	beggarticks	wikidata
Organism_14285	Bidens ferulifolia	Apache beggarticks	wikidata
Organism_23267	Billia hippocastanum	Mexican billia	wikidata
Organism_3779	Biophytum sensitivum	lifeplant	gbif
Plant_Bistorta_bistortoides	Bistorta bistortoides	western bistort	gbif
Plant_Black-and-crimson_Oriole	Black-and-crimson Oriole	Black-and-crimson Oriole	wikidata
Plant_Blighia_unijugata	Blighia unijugata	Triangle Tops	gbif
Plant_Blitum_bonus-henricus	Blitum bonus-henricus	good King Henry	gbif
Plant_Boea_hygroscopica	Boea hygroscopica	Rock Violet	gbif
Organism_14807	Boehmeria cylindrica	small-spike false-nettle	gbif
Organism_6510	Boophane disticha	Bushman Poison Bulb	gbif
Plant_Bothriochloa_ischaemum	Bothriochloa ischaemum	Yellow Bluestem	gbif
Plant_Bouvardia	Bouvardia	bouvardia	wikidata
Organism_29771	Brachychiton discolor	Hat Tree	gbif
Plant_Brachyglottis_kirkii	Brachyglottis kirkii	Forest Tree Groundsel	gbif
Plant_Brachystegia_boehmii	Brachystegia boehmii	Mfuti	gbif
Plant_Brassica_napa	Brassica napa	Rape	gbif
Organism_29768	Brassica oxyrrhina	smooth-stem turnip	gbif
Plant_Brugmansia_ceratocaula	Brugmansia ceratocaula	Brugmansia ceratocaula ex	wikidata
Plant_Brussels_sprouts	Brussels sprouts	Brussels sprouts	ncbi
Plant_Bryum_cryophilum	Bryum cryophilum	pink-red compact bryum	gbif
Organism_25677	Buddleia globosa	Orange-ball-tree	gbif
Organism_24080	Bulbophyllum guttulatum	Small-Spotted Bulb-Leaf Orchid	wikidata
Plant_Bulbophyllum_weddellii	Bulbophyllum weddellii	Weddell bulbophyllum	gbif
Plant_Bupleurum_americanum	Bupleurum americanum	American thoroughwax	gbif
Plant_Bupleurum_longifolium	Bupleurum longifolium	Long-leaved Hare's-ear	gbif
Plant_Bupleurum_ranunculoides	Bupleurum ranunculoides	crowfoot-leaved hare's-ear	gbif
Organism_22104	Caesalpinia coriaria	divi divi	wikidata
Plant_Calamagrostis_canadensis_var._langsdorffii	Calamagrostis canadensis var. langsdorffii	Langsdorff's Reedgrass	gbif
Plant_Calamagrostis_deschampsioides	Calamagrostis deschampsioides	circumpolar reedgrass	gbif
Plant_Calamagrostis_sachalinensis	Calamagrostis sachalinensis	Sakhalin reedgrass	gbif
Plant_Calamagrostis_stricta	Calamagrostis stricta	Narrow Small-reed	gbif
Plant_Calanthe_triplicata	Calanthe triplicata	Christmas Orchid	gbif
Plant_Calceolaria	Calceolaria	Lady's Purse	wikidata
Organism_6635	Calepina irregularis	White Ball-mustard	gbif
Plant_Calliandra_houstoniana_var._calothyrsus	Calliandra houstoniana var. calothyrsus	Stickpea	gbif
Plant_Callistemon_phoeniceus	Callistemon phoeniceus	lesser bottlebrush	gbif
Organism_15731	Callistemon teretifolius	green bottlebrush	gbif
Plant_Calobota_pungens	Calobota pungens	Spiny Gannabush	gbif
Plant_Calochortus_venustus	Calochortus venustus	Butterfly Mariposa Lily	gbif
Plant_Calycadenia	Calycadenia	western rosinweed	wikidata
Organism_11006	Calycadenia pauciflora	Smallflower Western Rosinweed	gbif
Organism_29631	Camelina alyssum	flat-seed false-flax	gbif
Organism_14966	Camelina microcarpa	Lesser Gold-of-pleasure	gbif
Organism_15692	Campanula carpatica	Tussock Bellflower	gbif
Organism_17128	Capparis grandis	Tree Caper	gbif
Organism_26717	Capparis tomentosa	African caper	gbif
Organism_57157	Caragana	peashrub	wikidata
Organism_2609	Cardamine pratensis	Cuckooflower	gbif
Plant_Cardiospermum_corindum	Cardiospermum corindum	Balloon Vine	gbif
Plant_Carex_miyabei	Carex miyabei	Pubescent perigynia sedge	gbif
Organism_29996	Carissa	carissa	wikidata
Organism_11076	Cascara sagrada	cascara buckthorn	ncbi
Organism_29650	Cassia sophera	Pepper Leaved Senna	wikidata
Organism_3235	Cassiope lycopodioides	clubmoss mountain heather	gbif
Plant_Cassipourea_malosana	Cassipourea malosana	African Onionwood	gbif
Plant_Castilla_ulei	Castilla ulei	caucho rubber	gbif
Plant_Castilleja	Castilleja	Indian paintbrush	ncbi
Plant_Castilleja_foliolosa	Castilleja foliolosa	Felt Paintbrush	gbif
Plant_Castilleja_indivisa	Castilleja indivisa	Texas paintbrush	gbif
Plant_Castilleja_wightii	Castilleja wightii	Wight's Paintbrush	gbif
Plant_Catalpa	Catalpa	catalpa	wikidata
Organism_18776	Catasetum maculatum	spotted catasetum	gbif
Organism_23088	Catoferia chiapensis	Chiapan Cobflower	gbif
Plant_Caustis_blakei	Caustis blakei	foxtail-fern	gbif
Plant_Ceanothus_americans_L.	Ceanothus americans L.	New Jersey tea	gbif
Plant_Ceiba_speciosa	Ceiba speciosa	Silk Floss Tree	gbif
Plant_Centaurium	Centaurium	Centaury	wikidata
Organism_25973	Centipeda cunninghamii	Common Sneezeweed	gbif
Plant_Cephalis_ipecacuanha	Cephalis ipecacuanha	ipecac	gbif
Organism_2167	Cephalotaxus harringtonia	Japanese Plum-yew	gbif
Plant_Cephalotaxus_olivieri	Cephalotaxus olivieri	Oliver's Plum Yew	gbif
Organism_13367	Cerasus lusitanica	Portugal laurel	wikidata
Plant_Ceratotheca_sesamoides	Ceratotheca sesamoides	false sesame	gbif
Plant_Ceratotheca_triloba	Ceratotheca triloba	Wild foxglove	gbif
Organism_442	Ceratozamia hildae	Bamboo Cycad	gbif
Organism_440	Ceratozamia robusta	Cycad	gbif
Organism_57402	Chaenorhinum origanifolium	Malling Toadflax	gbif
Organism_16279	Chamaecrista nomame	Field Sensitive Pea	gbif
Organism_21915	Chamaesaracha sordida	False Nightshade	gbif
Plant_Chenopodium_foliosum	Chenopodium foliosum	Strawberry Goosefoot	gbif
Organism_23216	Chenopodium graveolens	fetid goosefoot	gbif
Plant_Chenopodium_simplex	Chenopodium simplex	Mapleleaf Goosefoot	gbif
Organism_35380	Chiococca brachiata	West Indian milkberry	wikidata
Plant_Chorizandra_cymbaria	Chorizandra cymbaria	heron bristle-rush	gbif
Plant_Chorizandra_sphaerocephala	Chorizandra sphaerocephala	round-headed bristle-rush	gbif
Organism_16081	Chrysanthemum arcticum	arctic daisy	gbif
Plant_Chrysitrix_distigmatosa	Chrysitrix distigmatosa	Australian Goldrush	gbif
Plant_Chrysojasminum_fruticans	Chrysojasminum fruticans	Mediterranean Yellow Jasmine	gbif
Plant_Chrysojasminum_humile	Chrysojasminum humile	Italian Jasmine	gbif
Plant_Chrysolepis_sempervirens	Chrysolepis sempervirens	Sierra chinkapin	gbif
Organism_3589	Chrysothemis pulchella	Black Flamingo	gbif
Organism_16469	Cinchona rosulenta	quinine	wikidata
Organism_30419	Cinnamomum laubatii	Brown Beech	gbif
Plant_Cinnamomum_parthenoxylum	Cinnamomum parthenoxylum	Selasian Wood	gbif
Plant_Circaea_lutetiana	Circaea lutetiana	Enchanter's-nightshade	gbif
Plant_Cirsium_heterophyllum	Cirsium heterophyllum	Melancholy Thistle	gbif
Organism_14309	Cirsium vulgare	Spear Thistle	gbif
Organism_3224	Citrullus naudinianus	Gemsbok cucumber	gbif
Plant_Citrus_auranthium	Citrus auranthium	Seville orange	gbif
Organism_26170	Citrus decumana	buntan	ncbi
Organism_23663	Citrus macroptera	Melanesian papeda	gbif
Plant_Cladothamnus_pyrolaeflorus	Cladothamnus pyrolaeflorus	copperbush	wikidata
Organism_31856	Clematis alpina (L.) Mill.	Alpine Clematis	gbif
Organism_30346	Clematis glycinoides	forest clematis	gbif
Plant_Clematis_koreana	Clematis koreana	Korean clematis	gbif
Organism_55372	Clematis terniflora	sweet autumn clematis	gbif
Organism_12748	Cleome serrulata	Rocky Mountain beeplant	wikidata
Organism_12842	Clitoria falcata	Sickle Pigeonwings	gbif
Organism_24539	Clusia lanceolata	red-heart porcelain flower	gbif
Organism_1931	Clusiaceae	mangosteen family	ncbi
Plant_Cnidoscolus_elasticus	Cnidoscolus elasticus	chilte	gbif
Organism_12082	Codariocalyx motorius	dancing plant	gbif
Plant_Coffea_benghalensis	Coffea benghalensis	bengal coffee	wikidata
Plant_Coix_lacrima-jobi_var.ma-yuen	Coix lacrima-jobi var.ma-yuen	Coix millet	gbif
Organism_3623	Colchicum autumnale	Autumn Crocus	gbif
Plant_Coleonema_calycinum	Coleonema calycinum	Rum Capemay	gbif
Organism_57414	Coleus aromaticus	Mexican mint	wikidata
Plant_Coleus_crassus	Coleus crassus	Mulanje Hullwort	gbif
Plant_Colobanthus_quitensis	Colobanthus quitensis	Antarctic Pearlwort	gbif
Plant_Condea_emoryi	Condea emoryi	chia	gbif
Plant_Conoclinium_dissectum	Conoclinium dissectum	Gregg's Mistflower	gbif
Organism_26347	Convolvulus siculus	Small Blue-convolvulus	gbif
Plant_Conyza_pyrrhopappa	Conyza pyrrhopappa	broadleaf fleabane	ncbi
Organism_25221	Coprosma propinqua	Bouncy bush	gbif
Organism_55312	Coprosma rhamnoides	Twiggy coprosma	gbif
Plant_Coptis	Coptis	goldthread	wikidata
Plant_Coreopsis_californica	Coreopsis californica	California Tickseed	gbif
Plant_Coreopsis_douglasii	Coreopsis douglasii	Douglas' tickseed	gbif
Plant_Coreopsis_hamiltonii	Coreopsis hamiltonii	Mount Hamilton coreopsis	gbif
Plant_Coreopsis_integrifolia	Coreopsis integrifolia	Fringeleaf Tickseed	gbif
Plant_Coreopsis_latifolia	Coreopsis latifolia	broadleaf tickseed	gbif
Plant_Coreopsis_major	Coreopsis major	forest tickseed	gbif
Plant_Coreopsis_neucensis	Coreopsis neucensis	Crown Tickseed	gbif
Plant_Coreopsis_nudata	Coreopsis nudata	Georgia Tickseed	gbif
Plant_Coreopsis_pulchra	Coreopsis pulchra	woodland tickseed	gbif
Plant_Coreopsis_rosea	Coreopsis rosea	pink tickseed	gbif
Organism_55355	Coriaria thymifolia	Ground Toot	duke
Organism_15928	Cornus alba	White Dogwood	gbif
Plant_Correa_alba	Correa alba	Botany Bay teatree	gbif
Plant_Correa_backhouseana	Correa backhouseana	Tasmanian-fuchsia	gbif
Plant_Correa_lawrenceana	Correa lawrenceana	mountain correa	gbif
Plant_Coruns_officinalis	Coruns officinalis	Asiatic dogwood	gbif
Organism_6548	Corydalis cava	Hollowroot	gbif
Organism_22320	Corydalis micrantha	Golden Corydalis	gbif
Plant_Corylus_chinensis	Corylus chinensis	Chinese Hazlenut	gbif
Plant_Corymbia_bleeseri	Corymbia bleeseri	Glossy-leaved bloodwood	gbif
Organism_15114	Corymbia dallachiana	Dallachy's Gum	gbif
Plant_Corymbia_dichromophloia	Corymbia dichromophloia	Small-fruited Bloodwood	gbif
Plant_Corymbia_eximia	Corymbia eximia	Yellow Bloodwood	gbif
Plant_Corymbia_gummifera	Corymbia gummifera	Red Bloodwood	gbif
Organism_14435	Corymbia haematoxylon	mountain marri	gbif
Plant_Corymbia_terminalis	Corymbia terminalis	Desert Bloodwood	gbif
Organism_30110	Corymbia watsoniana	Large-fruited Yellowjacket	gbif
Organism_9592	Cotinus obovatus	American smoketree	gbif
Plant_Cotoneaster_franchetii	Cotoneaster franchetii	Franchet's Cotoneaster	gbif
Organism_32081	Cotoneaster integerrimus Medik.	Common Cotoneaster	gbif
Plant_Cotoneaster_obscurus	Cotoneaster obscurus	Obscure Cotoneaster	gbif
Plant_Cotoneaster_zabelii	Cotoneaster zabelii	Cherryred Cotoneaster	gbif
Organism_17799	Coutarea latiflora	Copalchi	duke
Organism_9321	Crambe abyssinica	crambe	gbif
Organism_8841	Crataegus phaenopyrum	Washington Hawthorn	gbif
Plant_Cratystylis_microphylla	Cratystylis microphylla	Small-leaved Grey Bush	gbif
Organism_22385	Crepis aurea (L.) Cass.	Golden Hawk's-beard	gbif
Organism_24420	Crepis biennis L.	Rough Hawk's-beard	gbif
Organism_29735	Crepis setosa	Bristly Hawk's-beard	gbif
Plant_Crocosmia_x_crocosmiiflora	Crocosmia x crocosmiiflora	montbretia	gbif
Plant_Crocus	Crocus	crocus	wikidata
Plant_Crocus_korolkowii	Crocus korolkowii	Celandine Crocus	gbif
Plant_Crocus_sativa	Crocus sativa	Saffron Crocus	gbif
Plant_Crocus_versicolor	Crocus versicolor	Riviera Crocus	gbif
Organism_21003	Crotalaria brevidens	Ethiopian Rattlebox	gbif
Plant_Crotalaria_brevifolia	Crotalaria brevifolia	Shortflower Rattlebox	gbif
Organism_25613	Crotalaria cunninghamii	Birdflower Rattlepod	gbif
Plant_Crotalaria_mildbraedi	Crotalaria mildbraedi	Crotalaria mildbraedii	wikidata
Organism_12472	Crotalaria rotundifolia	Prostrate Rattlebox	gbif
Organism_10093	Crotalaria usaramoensis	curara-pea	ncbi
Organism_6130	Croton lechleri	dragon's blood	gbif
Plant_Cryptanthus_acaulis	Cryptanthus acaulis	Green Earthstar	gbif
Plant_Cryptocarya_bourdilloni	Cryptocarya bourdilloni	Cryptocarya bourdillonii	wikidata
Plant_Cryptogramma_crispa	Cryptogramma crispa	Parsley fern	gbif
Plant_Cryptolepis_buchanani	Cryptolepis buchanani	Indian Sarsaparilla	gbif
Plant_Csitus_ladaniferus	Csitus ladaniferus	Gum Rock-rose	gbif
Plant_Cucumis_maderaspatanus	Cucumis maderaspatanus	Madras Pea Pumpkin	gbif
Plant_Cullen_cinereum	Cullen cinereum	Annual Verbine	gbif
Plant_Cullen_tomentosum	Cullen tomentosum	Blue-Eyes	gbif
Plant_Cupania_americana	Cupania americana	Wild Ackee	gbif
Plant_Cupressus_abramisiana	Cupressus abramisiana	Santa Cruz Island cypress	gbif
Organism_25814	Cupressus abramsiana	Santa Cruz Island cypress	gbif
Organism_14862	Cupressus duclouxiana	Chinese Cypress	gbif
Organism_16652	Cupressus stephensonii	Cuyamaca cypress	gbif
Plant_Curcuma_aromaticum	Curcuma aromaticum	Aromatic Tumeric	gbif
Organism_7622	Curcuma zanthorrhiza	temu lawak	ncbi
Plant_Curio_repens	Curio repens	Blue Chalksticks	gbif
Plant_Cuscuta_pentagona	Cuscuta pentagona	five-angled dodder	gbif
Plant_Cyanothamnus_anemonifolius	Cyanothamnus anemonifolius	Sticky Boronia	gbif
Plant_Cyathea_dealbata	Cyathea dealbata	Silver Tree-fern	gbif
Organism_29895	Cyathea leichhardtiana	prickly tree fern	gbif
Plant_Cylindropuntia_echinocarpa	Cylindropuntia echinocarpa	Wiggins's cholla	gbif
Plant_Cylindropuntia_spinosior	Cylindropuntia spinosior	Cane Cholla	gbif
Organism_15599	Cymbopogon procerus	Citronella Grass	gbif
Organism_28650	Cymodocea serrulata	Species code: Cs	gbif
Organism_1748	Cynanchum acutum	Stranglewort	gbif
Organism_13399	Cynoglossum officinale	Common Hound's-tongue	gbif
Organism_15468	Cynomorium coccineum	Maltese Fungus	gbif
Organism_29703	Cyperus kyllingia	white-top sedge	ncbi
Plant_Cyrtosperma_merkusii	Cyrtosperma merkusii	Giant swamp taro	gbif
Plant_Cystopteris_alpina	Cystopteris alpina	Alpine Bladder-fern	gbif
Plant_Cystopteris_diaphana	Cystopteris diaphana	Diaphanous Bladder-fern	gbif
Plant_Cystopteris_douglasii	Cystopteris douglasii	Douglas' bladderfern	gbif
Plant_Cystopteris_montana	Cystopteris montana	mountain bladder fern	gbif
Plant_Dacryodes_excelsa	Dacryodes excelsa	Candletree	gbif
Organism_13706	Dactyloctenium aegyptium	Coast Button grass	gbif
Plant_Dactylorhiza_majalis	Dactylorhiza majalis	Western Marsh-orchid	gbif
Plant_Dalea_aurea	Dalea aurea	Golden Prairie Clover	gbif
Plant_Dalea_coerulea	Dalea coerulea	Andean Blue Clover	gbif
Plant_Daohniphyllum_calycinum	Daohniphyllum calycinum	Calyx-shaped Tigernanmu	gbif
Organism_56444	Daphnandra tenuipes	Red-flowered Socketwood	gbif
Organism_24198	Datura pruinosa	Pruinose Thorn Apple	gbif
Organism_44944	Daucus carota var. sativa	carrot	gbif
Organism_53962	Davidia involucrata	Dove-tree	gbif
Plant_Delosperma_echinatum	Delosperma echinatum	Doringblaarvygie	gbif
