# per-organism common-name source; precedence gbif/ncbi > wikidata > duke
organism_id	scientific_name	common_name	source
Plant_Delosperma_sutherlandii	Delosperma sutherlandii	Fire Sheepfig	gbif
Organism_13998	Delphinium denudatum	Jadwar	wikidata
Organism_23829	Dendrobium aduncum	Angelfish Orchid	wikidata
Organism_9733	Dendrobium herbaceum	Grassy Dendrobium	wikidata
Organism_16990	Dendrobium moschatum	Musky-smelling Dendrobium	wikidata
Plant_Dendrocnide_moroides	Dendrocnide moroides	Gimpi Gimpi	gbif
Plant_Dendrolycopodium_dendroideum	Dendrolycopodium dendroideum	Round-branched Tree-clubmoss	gbif
Plant_Dennstaedtia_hirsuta	Dennstaedtia hirsuta	Hairy hayscented fern	gbif
Organism_7936	Desmoncus polyacanthos	Suriname bramble palm	gbif
Organism_29798	Dianella caerulea	Paroo-lily	gbif
Organism_18794	Dicentra chrysantha	golden eardrops	gbif
Organism_47690	Dicentra formosa	Bleeding-heart	gbif
Organism_23958	Dichapetalum cymosum	Poison Leaf	gbif
Organism_15718	Dicorynia guianensis	angelique	gbif
Plant_Dicranum_majus	Dicranum majus	dicranum moss	wikidata
Plant_Digitalis	Digitalis	foxgloves	ncbi
Plant_Dioscorea_pyrenaica	Dioscorea pyrenaica	Pyrenean Yam	gbif
Organism_17607	Dioscorea sansibarensis	Zanzibar Yam	gbif
Plant_Dioscorea_sylvatica	Dioscorea sylvatica	Forest Elephant's Foot	gbif
Organism_20764	Dioscorea trifida	Indian Yam	gbif
Organism_14829	Diosma pilosa	Riviersonderend Buchu	gbif
Organism_5527	Diospyros squarrosa	Rigid Star Berry	gbif
Organism_22065	Diospyros whyteana	Bladder-nut	gbif
Organism_15189	Disporum cantoniense	Chinese fairy bells	gbif
Plant_Dorstenia	Dorstenia	dorstenia	wikidata
Organism_29567	Doryopteris concolor	Geranium Fern	gbif
Plant_Doxantha_unguis	Doxantha unguis	Dolichandra unguis-cati	wikidata
Organism_18310	Draba aizoides	Yellow Whitlowgrass	gbif
Organism_2631	Draba spectabilis	showy draba	gbif
Plant_Dracaena_hyacinthoides	Dracaena hyacinthoides	Iguanatail	gbif
Plant_Dracunculus_canariensis	Dracunculus canariensis	Canary Dragon Arum	gbif
Organism_25107	Drimia macrocentra	Natal slangkop	gbif
Plant_Drimys_granadensis	Drimys granadensis	Drimys granatensis	wikidata
Organism_29867	Drosera binata	Forked Sundew	gbif
Plant_Drosera_capensis	Drosera capensis	Cape Sundew	gbif
Plant_Drosera_cistiflora	Drosera cistiflora	Leafy Sundew	gbif
Organism_29682	Drosera erythrorhiza subsp. magna	Drosera erythrorhiza magna	wikidata
Plant_Drosera_ramentacea	Drosera ramentacea	Branching Sundew	gbif
Plant_Drosera_regia	Drosera regia	King Sundew	gbif
Plant_Drosera_stolonifera	Drosera stolonifera	leafy sundew	gbif
Plant_Dryopteris_atrata	Dryopteris atrata	Shaggy shield fern	gbif
Plant_Dryopteris_cycadina	Dryopteris cycadina	Shaggy Wood Fern	gbif
Organism_7331	Duchesnea chrysantha	False strawberry	gbif
Plant_Echinacea_paradoxa	Echinacea paradoxa	Bush's purple coneflower	gbif
Organism_7836	Echium lusitanicum	Violet-vein viper's bugloss	gbif
Organism_7846	Echium sabulicola	Sand Viper's Gloss	gbif
Plant_Elaeocarpus_hainanensis	Elaeocarpus hainanensis	Hainan Elaeocarpus	gbif
Plant_Elaeodendron_matabelicum	Elaeodendron matabelicum	Condiment Cassine	gbif
Plant_Emilia_javanica	Emilia javanica	Tassel-flower	gbif
Plant_Enceliopsis_covillei	Enceliopsis covillei	Panamint daisy	gbif
Organism_18767	Endospermum medullosum	Whitewood	gbif
Organism_23090	Endostemon obtusifolius	Minty Keepsafe	gbif
Organism_14400	Enkianthus perulatus	Dodan-tsutsuji	gbif
Plant_Epilobium_capense	Epilobium capense	Cape Willowherb	gbif
Plant_Equisetum_myriochaetum	Equisetum myriochaetum	Mexican Giant Horsetail	gbif
Organism_29672	Eremophila bignoniiflora	Bignonia Emu-bush	gbif
Plant_Eremophila_forrestii	Eremophila forrestii	Wilcox bush	gbif
Plant_Eremophila_racemosa	Eremophila racemosa	Showy Emu Bush	gbif
Organism_30143	Eremophila scoparia	Broom Bush	gbif
Plant_Erica_andevalensis	Erica andevalensis	Pyrite Heath	gbif
Plant_Erigeron_speciosus	Erigeron speciosus	Garden Fleabane	gbif
Plant_Eriocapitella_rivularis	Eriocapitella rivularis	Himalayan windflower	gbif
Plant_Eriogonum_annuum	Eriogonum annuum	annual buckwheat	gbif
Plant_Eriolobus_trilobatus	Eriolobus trilobatus	Lebanese Wild Apple	gbif
Organism_1474	Erodium ciconium	Common Stork's Bill	gbif
Organism_4434	Erucastrum nasturtiifolium	Watercress-leaved Rocket	gbif
Organism_19006	Erucastrum strigosum	Bristle Dogmustard	gbif
Plant_Erysimum_chelranthoides	Erysimum chelranthoides	Treacle-mustard	gbif
Organism_18312	Erysimum sylvestre	Wood Treacle-mustard	gbif
Plant_Erythroxylon_coco	Erythroxylon coco	Coca	gbif
Plant_Erythroxylum	Erythroxylum	coca	wikidata
Organism_9457	Erythroxylum mamacoca Mart.	Mamacoca	duke
Organism_21334	Eschscholtzia california	Californian Poppy	gbif
Plant_Eschscholzia	Eschscholzia	California poppy	wikidata
Organism_30272	Eucalyptus acmenoides	White Mahogany	gbif
Organism_4407	Eucalyptus camaldulensis	Murray red gum	ncbi
Plant_Eucalyptus_campospe	Eucalyptus campospe	silver gimlet	gbif
Plant_Eucalyptus_capitellata	Eucalyptus capitellata	brown stringybark	gbif
Plant_Eucalyptus_cephalocarpa	Eucalyptus cephalocarpa	Mealy Stringybark	gbif
Plant_Eucalyptus_cosmophylla	Eucalyptus cosmophylla	bog gum	gbif
Plant_Eucalyptus_densa	Eucalyptus densa	Narrow-leaved Blue Mallet	gbif
Plant_Eucalyptus_drepanophylla	Eucalyptus drepanophylla	Queensland grey ironbark	gbif
Organism_14457	Eucalyptus eremophila	Sand Mallet	gbif
Organism_14461	Eucalyptus gardneri	Gardner-s mallet	gbif
Plant_Eucalyptus_globulous_maidenii	Eucalyptus globulous maidenii	Maiden's gum	gbif
Organism_14462	Eucalyptus griffithsii	Griffith's Mallee	gbif
Organism_14465	Eucalyptus gummifera	red bloodwood	gbif
Organism_29764	Eucalyptus gunnii	Cider Gum	gbif
Plant_Eucalyptus_houseana	Eucalyptus houseana	Kimberley White Gum	gbif
Organism_30291	Eucalyptus jacksonii	Red Tingle	gbif
Organism_30129	Eucalyptus kochii	Oil Mallee	gbif
Organism_30297	Eucalyptus leptophleba	Molloy Red Box	gbif
Plant_Eucalyptus_longifolia	Eucalyptus longifolia	bastard-box	gbif
Plant_Eucalyptus_macrorhyncha	Eucalyptus macrorhyncha	Cannon's stringybark	gbif
Plant_Eucalyptus_megacornuta	Eucalyptus megacornuta	warted yate	gbif
Organism_14473	Eucalyptus nutans	Red-flowered Moort	gbif
Organism_30339	Eucalyptus oleosa	Eucalyptus	gbif
Organism_29977	Eucalyptus olida	Strawberry Gum	gbif
Plant_Eucalyptus_orgadophila	Eucalyptus orgadophila	Mountain Coolibah	gbif
Plant_Eucalyptus_racemosa	Eucalyptus racemosa	Scribbly Gum	gbif
Plant_Eucalyptus_redunca	Eucalyptus redunca	black marlock	gbif
Plant_Eucalyptus_roycei	Eucalyptus roycei	Shark Bay Mallee	gbif
Organism_29901	Eucalyptus seeana	Narrow-leaved Red Gum	gbif
Plant_Eucalyptus_stowardii	Eucalyptus stowardii	Stoward's mallee	gbif
Organism_14483	Eucalyptus stricklandii	Goldfields yellow-flower gum	gbif
Plant_Eucalyptus_tetrodonta	Eucalyptus tetrodonta	Darwin stringybark or messmate	gbif
Organism_14487	Eucalyptus woodwardii	Lemon-flowered Mallee	gbif
Plant_Eucomis_pallidiflora	Eucomis pallidiflora	Giant Pineapple Lily	gbif
Plant_Eugenia_axillaris	Eugenia axillaris	Choaky Berry	gbif
Organism_13973	Eugenia jambos	jambos	ncbi
Organism_29686	Euodia hylandii	dwarf euodia	gbif
Plant_Euonymus_europaeua	Euonymus europaeua	European Euonymus	gbif
Organism_57131	Eupatorium leptophyllum	false fennel	gbif
Plant_Eupatorium_pilosum	Eupatorium pilosum	Rough Boneset	gbif
Organism_13030	Eupatorium rugosum	white snakeroot	ncbi
Organism_24085	Eupatorium triplinerve	Triplinerved eupatorium	duke
Plant_Euphorbia_cooperi	Euphorbia cooperi	Bushveld Candelabra Euphorbia	gbif
Organism_29451	Euphorbia cyathophora	Fire on the mountain	gbif
Organism_15001	Euphorbia jolkini	Jolkin’s spurge	gbif
Plant_Euphorbia_resinfera	Euphorbia resinfera	African spurge	gbif
Plant_Euploca_strigosa	Euploca strigosa	Bristly Heliotrope	gbif
Organism_55794	Eurybia radula	low rough aster	gbif
Organism_22442	Evodia austrosinensis	Tetradium austrosinense	wikidata
Organism_11642	Falkia repens L.	Pink Ear	gbif
Plant_Fallugia_paradoxa	Fallugia paradoxa	Apache plume	gbif
Plant_Feathered_doto	Feathered doto	Doto pinnatifida	wikidata
Plant_Felicia_uliginosa	Felicia uliginosa	Drakensberg Swamp Felicia	wikidata
Organism_56579	Ferula ferulioides	Ferula ferulaeoides	wikidata
Plant_Ferula_lancerotensis	Ferula lancerotensis	Tajasnoyo	gbif
Plant_Ferula_narthex	Ferula narthex	ferula	gbif
Organism_1305	Ficus natalensis	Natal fig	gbif
Plant_Ficus_obtusifolia	Ficus obtusifolia	amate	gbif
Organism_22642	Ficus palmata	Punjab fig	gbif
Organism_1415	Ficus sansibarica	Knobbly Fig	gbif
Organism_1417	Ficus saussureana	loquat-leaf fig	gbif
Organism_8111	Ficus superba	cedar fig	gbif
Organism_25980	Ficus variegata	common red-stem fig	gbif
Plant_Fimbristylis_caespitosa	Fimbristylis caespitosa	Fringe-rush	wikidata
Organism_16100	Fitzroya patagonica	Patagonian Cypress	wikidata
Organism_24861	Flaveria brownii	Brown's yellowtops	gbif
Organism_30367	Flindersia	flindersia	wikidata
Plant_Flueggea_tinctoria	Flueggea tinctoria	tamujo	gbif
Plant_Fuchsia_thymifolia	Fuchsia thymifolia	Thyme leafed fuchsia	gbif
Plant_Fumana_thymifolia	Fumana thymifolia	Thyme-leaved Rockrose	gbif
Plant_Gagea_lutea	Gagea lutea	Yellow Star-of-Bethlehem	gbif
Plant_Gahnia_lanigera	Gahnia lanigera	Desert Saw-sedge	gbif
Organism_13465	Gaillardia grandiflora	Blanket flower	gbif
Organism_10380	Galactia striata	Florida Hammock Milkpea	gbif
Plant_Galdenia_jasminoides	Galdenia jasminoides	Cape Jasmine	gbif
Plant_Galium_tricornutum	Galium tricornutum	Corn Cleavers	gbif
Plant_Gaultheria_pyrolifolia	Gaultheria pyrolifolia	Gaultheria pyroliifolia	wikidata
Plant_Gaultheria_pyroloides	Gaultheria pyroloides	Japanese Wintergreen	gbif
Plant_Geijera_aspera	Geijera aspera	Rough Vomitbush	gbif
Plant_Genista	Genista	woadwaxen	ncbi
Organism_17449	Genista nissana	Macedonian Broom	gbif
Organism_24205	Genista sericea	Silky Broom	gbif
Plant_Gentiana_kuroo	Gentiana kuroo	Himalayan gentian	gbif
Organism_22490	Gentiana pannonica	Pannonian Gentian	gbif
Plant_Gentiana_panonica	Gentiana panonica	Pannonian Gentian	gbif
Plant_Gentianopsis_virgata	Gentianopsis virgata	lesser fringed-gentian	gbif
Plant_Gladiolus	Gladiolus	gladiolus	wikidata
Organism_18903	Gladiolus gandavensis	Gladiolus	gbif
Organism_18499	Glandularia bipinnatifida	Dakota Mock Vervain	gbif
Organism_12604	Glycine latrobeana	Australian anchor plant	gbif
Plant_Gomphocarpus_physocarpus	Gomphocarpus physocarpus	Balloon Cotton Bush	gbif
Organism_51972	Goodyera discolor	jewel orchid	ncbi
Organism_26200	Gossweilerodendron balsamiferum	agba	ncbi
Organism_1920	Gramineae	grass family	ncbi
Plant_Grevillia_robusta	Grevillia robusta	Silky Oak	gbif
Plant_Grindelia_ciliata	Grindelia ciliata	Saw-leaf Daisy	gbif
Plant_Guarea_cedrata	Guarea cedrata	Light bossÈ	wikidata
Plant_Gymnoschoenus_sphaerocephalus	Gymnoschoenus sphaerocephalus	Button Grass	gbif
Plant_Gynostemon_pentaphyllum	Gynostemon pentaphyllum	Five-leaf gynostemma	gbif
Organism_54596	Gynotroches axillaris	Fish Eyes	gbif
Plant_Habenaria_plantaginea	Habenaria plantaginea	Plantain Orchid	gbif
Plant_Habranthus_tubispathus	Habranthus tubispathus	Rio Grande copperlily	gbif
Plant_Hackelia_latifolia	Hackelia latifolia	Forest Hound’s-tongue	gbif
Plant_Haemanthus_coccineus	Haemanthus coccineus	April fool	gbif
Plant_Hakea_bucculenta	Hakea bucculenta	red pokers	gbif
Plant_Hakea_multilineata	Hakea multilineata	Grass-leaved Hakea	gbif
Plant_Hakea_petiolaris	Hakea petiolaris	sea urchin hakea	gbif
Plant_Halimeda_opuntia	Halimeda opuntia	Watercress Algae	gbif
Plant_Handroanthus_chrysotrichus	Handroanthus chrysotrichus	Golden trumpet tree	gbif
Organism_24946	Haplopappus tenuisectus	Burroweed	gbif
Plant_Hebenstretia_dentata	Hebenstretia dentata	Flag Slugwort	gbif
Plant_Hedera_hibernica	Hedera hibernica	Atlantic Ivy	gbif
Plant_Hedysarum_gmelinii	Hedysarum gmelinii	Gmelin's sweetvetch	gbif
Organism_10168	Helenium flexuosum	Purple-headed Sneezeweed	gbif
Plant_Helianthus_nuttallii	Helianthus nuttallii	Nuttall's Sunflower	gbif
Plant_Helianthus_pauciflorus	Helianthus pauciflorus	Stiff Sunflower	gbif
Organism_15549	Helichrysum felinum	Strawberry Everlasting	gbif
Plant_Helichrysum_formosissimum	Helichrysum formosissimum	everlasting-flower	gbif
Plant_Helichrysum_litorale	Helichrysum litorale	Dune Everlasting	gbif
Plant_Helichrysum_orientale	Helichrysum orientale	Eastern Strawflower	gbif
Plant_Helichrysum_trilineatum	Helichrysum trilineatum	Social Everlasting	gbif
Plant_Helietta	Helietta	helietta	wikidata
Organism_32271	Hemerocallis lilio-asphodelus L.	Yellow Day-lily	gbif
Plant_Hemitomes_congestum	Hemitomes congestum	gnome plant	gbif
Organism_31864	Hepatica nobilis Schreb.	Liverleaf	gbif
Plant_Heracleum_mantegazzianium	Heracleum mantegazzianium	Giant Hogweed	gbif
Plant_Heteropyxis_natalensis	Heteropyxis natalensis	Lavender Tree	gbif
Plant_Heuchera	Heuchera	alumroot	wikidata
Plant_Heynea_velutina	Heynea velutina	chulantree	gbif
Organism_57485	Hibiscus moscheutos	swamp rose-mallow	gbif
Plant_Hibiscus_trionum	Hibiscus trionum	Bladder Ketmia	gbif
Organism_8186	Hieracium amplexicaule	Sticky Hawkweed	gbif
Plant_Himantoglossum_robertianum	Himantoglossum robertianum	giant orchid	gbif
Organism_18180	Hoita macrostachya	California hemp	gbif
Plant_Holubia_saccata	Holubia saccata	Sackflower	gbif
Organism_18460	Homalothecium lutescens	Yellow Feather-moss	gbif
Organism_19546	Hopea odorata	Ironwood	gbif
Organism_21119	Horminum pyrenaicum	Dragonmouth	gbif
Organism_54167	Hosta kiyosumiensis	Kiyosumi Mountain Hosta	gbif
Organism_56938	Hovea longifolia	Rusty Pods	gbif
Organism_56527	Huberantha nitidissima	Canary Beech	gbif
Plant_Huperzia_acerosa	Huperzia acerosa	Puerto Rico clubmoss	wikidata
Organism_25417	Hyaenanche globosa	Hyaena Poison	gbif
Plant_Hydrangea_anomala	Hydrangea anomala	Japanese Climbing-hydrangea	gbif
Plant_Hydrangea_quercifolia	Hydrangea quercifolia	oak-leaf hydrangea	gbif
Plant_Hymenoxys_ambigens_var._ambigens	Hymenoxys ambigens var. ambigens	Pinaleno Mountain rubberweed	gbif
Organism_29678	Hyparrhenia filipendula	Tambookie grass	gbif
Organism_18050	Hypocalyptus sophoroides	Red Keur	gbif
Organism_12167	Hypochoeris glabra	smooth cat's-ear	ncbi
Organism_25772	Hypodematium squamuloso-pilosum	White golden hair fern	gbif
Organism_57244	Hyptis spicata	Spicate Hyptis	duke
Organism_6666	Iberis linifolia	Candytuft	gbif
Plant_Iberodes_linifolia	Iberodes linifolia	Venus's Navelwort	gbif
Plant_Ilex_ambigua	Ilex ambigua	Carolina holly	wikidata
Plant_Ilex_amelanchier	Ilex amelanchier	Sarvis Holly	gbif
Plant_Ilex_decidua	Ilex decidua	Possum-haw	gbif
Plant_Ilex_glabra	Ilex glabra	inkberry	gbif
Plant_Ilex_guayusa	Ilex guayusa	guayusa	gbif
Plant_Ilex_guianensis	Ilex guianensis	Maconcona	gbif
Plant_Ilex_laevigata	Ilex laevigata	Smooth Winterberry	gbif
Plant_Ilex_longipes	Ilex longipes	Georgia Holly	gbif
Plant_Ilex_mitis	Ilex mitis	Cape holly	gbif
Plant_Ilex_montana	Ilex montana	mountain holly	gbif
Plant_Ilex_nitida	Ilex nitida	Puerto Rico Holly	gbif
Organism_32101	Impatiens balfourii Hook. f.	Balfour's Jewelweed	gbif
Organism_32102	Impatiens glandulifera Royle	Himalayan Balsam	gbif
Organism_55879	Indigofera carlesi	Indigofera carlesii	wikidata
Plant_Indigofera_kirilowi	Indigofera kirilowi	Kirilow's indigo	wikidata
Organism_16357	Indigofera kirilowii	Kirilow's Indigo	gbif
Organism_9250	Intsia palembanica	Borneo-teak	gbif
Plant_Inula_linariaefolia	Inula linariaefolia	Flax-leaved inula	gbif
Plant_Ipomoea_batatus	Ipomoea batatus	Sweet Potato	gbif
Plant_Ipomoea_nervosa	Ipomoea nervosa	Elephant Creeper	gbif
Plant_Ismene_narcissiflora	Ismene narcissiflora	Peruvian-daffodil	gbif
Plant_Isodon_excisa	Isodon excisa	Tailed-leaf Teacost	gbif
Plant_Isolepis_prolifera	Isolepis prolifera	Proliferating Bulrush	gbif
Organism_8670	Isopyrum thalictroides	Isopyrum	gbif
Plant_Isotrema_tomentosum	Isotrema tomentosum	Woolly Dutchman's Pipe	gbif
Organism_18442	Iva angustifolia	Texas marsh elder	gbif
Plant_Jasminum_odoratissinum_L.	Jasminum odoratissinum L.	yellow jasmine	gbif
Plant_Jovibarba_heuffelii	Jovibarba heuffelii	Hen and chickens	gbif
Organism_55374	Juglans ailanthifolia	Heart-shape walnut	gbif
Plant_Juglans_hopeiensis	Juglans hopeiensis	Hebei walnut	gbif
Organism_8279	Juniperus communis	Common Juniper	gbif
Organism_14316	Jurinea alata	Winged Jurinea	gbif
Plant_Justicia	Justicia	water-willow	wikidata
Organism_14	Justicia spicigera	Mexican Honeysuckle	gbif
Organism_56729	Kageneckia oblonga	Bollen	gbif
Plant_Kalanchoe_fedtschenkoi	Kalanchoe fedtschenkoi	Lavender Scallops	gbif
Organism_17912	Kalmiopsis leachiana	North Umpqua kalmiopsis	gbif
Plant_Kniphofia_caulescens	Kniphofia caulescens	Basotho Redhot Poker	gbif
Organism_29720	Kniphofia uvaria	Red-hot-poker	gbif
Plant_Kummerowia_stipulacea	Kummerowia stipulacea	Korean bush-clover	gbif
Plant_Lachenalia_punctata	Lachenalia punctata	Dotted Viooltjie	gbif
Plant_Lactuca_alpina	Lactuca alpina	Alpine Blue-sow-thistle	gbif
Plant_Lactuca_sariola	Lactuca sariola	Prickly Lettuce	gbif
Plant_Lagarostrobus_colensoi	Lagarostrobus colensoi	silver-pine	gbif
Organism_13496	Lagenaria leucantha	bottle gourd	ncbi
Plant_Lamium_amplessicaule	Lamium amplessicaule	Common Dead-nettle	gbif
Plant_Lampranthus_glaucoides	Lampranthus glaucoides	Copper Brightfig	gbif
Plant_Lanea_edulis	Lanea edulis	wild grape	gbif
Plant_Lannea_edulis	Lannea edulis	wild grape	gbif
Organism_48999	Larix gmelini	Dahurian Larch	gbif
Plant_Laserpitium_gallicum	Laserpitium gallicum	French Sermountain	gbif
Organism_22470	Laserpitium halleri	Narrow-leaved sermountain	gbif
Plant_Lasiosiphon_glaucus	Lasiosiphon glaucus	Blue Currybush	gbif
Organism_21065	Lasiospermum bipinnatum	Royal Down-flower	gbif
Plant_Lasthenia_coronaria	Lasthenia coronaria	Crowned Goldfields	gbif
Plant_Lathyrus_venosus	Lathyrus venosus	veiny vetchling	gbif
Organism_23101	Lavandula aristibracteata	Somaliland Lavender	gbif
Organism_23109	Lavandula lanata	Woolly Lavender	gbif
Organism_23112	Lavandula rotundifolia	Cape Verde Lavender	gbif
Organism_23116	Lavandula viridis	Green lavender	gbif
Organism_13324	Lavatera maritima	Sea Mallow	gbif
Organism_25884	Leavenworthia torulosa	necklace gladecress	gbif
Plant_Lecanthus_peduncularis	Lecanthus peduncularis	Stalked Dischead	gbif
Plant_Ledebouria_zebrina	Ledebouria zebrina	giant African hyacinth	gbif
Organism_25977	Ledum columbianum	coast Labrador tea	gbif
Organism_4702	Leersia virginica (Homolocenchrus virginicus)	Virginian cutgrass	ncbi
Plant_Leionema_dentatum	Leionema dentatum	Toothed Phebalium	gbif
Organism_26301	Lemna gibba	Fat Duckweed	gbif
Organism_50191	Leontopodium nivale subsp. alpinum	Alpine Edelweiss	gbif
Plant_Leonurus_sibirica	Leonurus sibirica	Siberian motherwort	gbif
Plant_Lepechinia	Lepechinia	pitchersage	wikidata
Plant_Lepidium_africanum	Lepidium africanum	African Pepperwort	gbif
Plant_Lepidium_aucheri	Lepidium aucheri	Aucher's peppergrass	gbif
Organism_22929	Lepidium lasiocarpum	hairy-pod pepperwort	gbif
Plant_Lepidium_meyeni	Lepidium meyeni	Peruvian-ginseng	gbif
Organism_23069	Lepidium thurberi	Thurber's pepperweed	gbif
Plant_Leptadenia_reticulata	Leptadenia reticulata	leptadenia	gbif
Plant_Leptinella_filicula	Leptinella filicula	Mountain Cotula	gbif
Organism_30116	Leptospermum continentale	prickly tea-tree	gbif
Organism_56496	Lesquerella angustifolia	annual bladderpod	gbif
Organism_21023	Lesquerella fendleri	Fendler's bladderpod	gbif
Organism_7860	Lesquerella lescurii	Lescur's bladderpod	gbif
Organism_18323	Lesquerella lindheimeri	Lindheimer's bladderpod	gbif
Organism_7861	Lesquerella lyrata	lyrate bladderpod	gbif
Organism_7863	Lesquerella ovalifolia	roundleaf bladderpod	gbif
Organism_7866	Lesquerella perforata	Spring Creek bladderpod	gbif
Organism_17807	Lesquerella pinetorum	White Mountain bladderpod	gbif
Plant_Leucadendron_microcephalum	Leucadendron microcephalum	Oilbract Conebush	gbif
Plant_Leuceria_bridgesii	Leuceria bridgesii	Leucheria bridgesii	wikidata
Plant_Leuceria_thermarum	Leuceria thermarum	Leucheria thermarum	wikidata
Plant_Leucocasia_gigantea	Leucocasia gigantea	Indian taro	gbif
Organism_56519	Leucospermum reflexum	Rocket Pincushion	gbif
Plant_Libidibia_coriaria	Libidibia coriaria	divi-divi	gbif
Plant_Licuala_spinosa	Licuala spinosa	Mangrove fan palm	gbif
Plant_Ligusticum_filicinum	Ligusticum filicinum	Fernleaf Licorice-root	gbif
Plant_Ligusticum_scothicum	Ligusticum scothicum	Scotch Lovage	gbif
Organism_23003	Ligusticum wallichii	Ligusticum striatum	wikidata
Plant_Lilium_pensylvanicum	Lilium pensylvanicum	Siberian Lily	gbif
Organism_11270	Limodorum abortivum	Violet Bird's-nest	gbif
Plant_Limonium_gerberi	Limonium gerberi	Florist's Sea-lavender	gbif
Plant_Limonium_perezii	Limonium perezii	Canary Sea Lavender	gbif
Plant_Limonium_platyphyllum	Limonium platyphyllum	Florist's Sea-lavender	gbif
Plant_Limonium_ramosissimum	Limonium ramosissimum	Algerian Sea Lavender	gbif
Organism_14648	Lindelofia spectabilis	Lindelofia longiflora	wikidata
